Date,Day,Djibo data,Djibo data_normalized,Mentao data,Mentao data_normalized,Dori data,Dori data_normalized,Damba data,Damba data_normalized,Fassala data,Fassala data_normalized,Niamey data,Niamey data_normalized,Abala data,Abala data_normalized,Mangaize data,Mangaize data_normalized,Ayorou data,Ayorou data_normalized,Tahoua data,Tahoua data_normalized,sum_of_values,sum_of_values_normalized
2024-08-06,705,2376,223,8673,814,7256,681,4559,428,11688,1097,36643,3439,22318,2095,5768,541,11246,1056,11089,1041,121616,11415
2024-08-07,706,2376,228,8673,830,7256,695,4559,437,11688,1119,36643,3509,22318,2137,5768,552,11246,1077,11089,1062,121616,11645
2024-08-08,707,2376,229,8673,835,7256,699,4559,439,11688,1125,36643,3528,22318,2149,5768,555,11246,1083,11089,1068,121616,11711
2024-08-09,708,2376,218,8673,797,7256,667,4559,419,11688,1074,36643,3368,22318,2052,5768,530,11246,1034,11089,1019,121616,11179
2024-08-10,709,2376,220,8673,805,7256,673,4559,423,11688,1084,36643,3399,22318,2070,5768,535,11246,1043,11089,1029,121616,11282
2024-08-11,710,2376,210,8673,767,7256,642,4559,403,11688,1034,36643,3240,22318,1974,5768,510,11246,994,11089,981,121616,10754
2024-08-12,711,2376,219,8673,798,7256,668,4559,419,11688,1075,36643,3372,22318,2054,5768,531,11246,1035,11089,1020,121616,11190
2024-08-13,712,2376,201,8673,734,7256,614,4559,386,11688,989,36643,3100,22318,1888,5768,488,11246,951,11089,938,121616,10287
2024-08-14,713,2376,207,8673,757,7256,633,4559,398,11688,1020,36643,3199,22318,1948,5768,504,11246,982,11089,968,121616,10616
2024-08-15,714,2376,200,8673,731,7256,611,4559,384,11688,985,36643,3088,22318,1881,5768,486,11246,948,11089,935,121616,10249
2024-08-16,715,2376,213,8673,776,7256,650,4559,408,11688,1046,36643,3280,22318,1998,5768,516,11246,1007,11089,993,121616,10888
2024-08-17,716,2376,202,8673,739,7256,618,4559,388,11688,995,36643,3120,22318,1901,5768,491,11246,958,11089,944,121616,10356
2024-08-18,717,2376,204,8673,744,7256,622,4559,391,11688,1002,36643,3143,22318,1914,5768,495,11246,965,11089,951,121616,10430
2024-08-19,718,2376,199,8673,725,7256,606,4559,381,11688,977,36643,3062,22318,1865,5768,482,11246,940,11089,927,121616,10164
2024-08-20,719,2376,198,8673,722,7256,604,4559,379,11688,973,36643,3050,22318,1857,5768,480,11246,936,11089,923,121616,10122
2024-08-21,720,2376,192,8673,700,7256,586,4559,368,11688,944,36643,2959,22318,1802,5768,466,11246,908,11089,895,121616,9820
2024-08-22,721,2376,193,8673,705,7256,590,4559,371,11688,951,36643,2980,22318,1815,5768,469,11246,915,11089,902,121616,9890
2024-08-23,722,2376,198,8673,722,7256,604,4559,380,11688,973,36643,3051,22318,1858,5768,480,11246,936,11089,923,121616,10125
2024-08-24,723,2376,178,8673,648,7256,543,4559,341,11688,874,36643,2740,22318,1669,5768,431,11246,841,11089,829,121616,9093
2024-08-25,724,2376,182,8673,664,7256,555,4559,349,11688,895,36643,2805,22318,1708,5768,442,11246,861,11089,849,121616,9309
2024-08-26,725,2376,188,8673,685,7256,573,4559,360,11688,924,36643,2896,22318,1764,5768,456,11246,889,11089,876,121616,9611
2024-08-27,726,2376,175,8673,639,7256,535,4559,336,11688,861,36643,2700,22318,1645,5768,425,11246,829,11089,817,121616,8961
2024-08-28,727,2376,167,8673,610,7256,510,4559,321,11688,822,36643,2577,22318,1569,5768,406,11246,791,11089,780,121616,8552
2024-08-29,728,2376,181,8673,661,7256,553,4559,348,11688,891,36643,2793,22318,1701,5768,440,11246,857,11089,845,121616,9271
2024-08-30,729,2376,163,8673,595,7256,498,4559,313,11688,801,36643,2513,22318,1530,5768,396,11246,771,11089,760,121616,8339
2024-08-31,730,2376,169,8673,617,7256,516,4559,324,11688,832,36643,2607,22318,1588,5768,410,11246,800,11089,789,121616,8653
