Day,Date,Fassala sim,Fassala data,Fassala error,Mentao sim,Mentao data,Mentao error,Dori sim,Dori data,Dori error,Damba sim,Damba data,Damba error,Djibo sim,Djibo data,Djibo error,Niamey sim,Niamey data,Niamey error,Mangaize sim,Mangaize data,Mangaize error,Ayorou sim,Ayorou data,Ayorou error,Tahoua sim,Tahoua data,Tahoua error,Abala sim,Abala data,Abala error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
477,2023-12-22,9501,11688,0.1871,9070,8673,0.0458,8514,7256,0.1734,4362,4559,0.0432,1714,2376,0.2786,35903,36643,0.0202,5734,5768,0.0059,10244,11246,0.0891,12475,11089,0.125,20915,22318,0.0629,0.07833887099365071,121616,118917,118281,118432,213
478,2023-12-23,9501,11688,0.1871,9070,8673,0.0458,8516,7256,0.1736,4362,4559,0.0432,1714,2376,0.2786,35903,36643,0.0202,5734,5768,0.0059,10242,11246,0.0893,12475,11089,0.125,20915,22318,0.0629,0.07837268876658128,121616,118916,118281,118432,213
479,2023-12-24,9501,11688,0.1871,9072,8673,0.046,8519,7256,0.1741,4362,4559,0.0432,1712,2376,0.2795,35903,36643,0.0202,5734,5768,0.0059,10239,11246,0.0895,12475,11089,0.125,20915,22318,0.0629,0.07845723319890768,121616,118915,118281,118432,213
480,2023-12-25,9501,11688,0.1871,9074,8673,0.0462,8520,7256,0.1742,4362,4559,0.0432,1710,2376,0.2803,35903,36643,0.0202,5730,5768,0.0066,10243,11246,0.0892,12475,11089,0.125,20915,22318,0.0629,0.07849950541507089,121616,118915,118281,118433,213
481,2023-12-26,9501,11688,0.1871,9077,8673,0.0466,8521,7256,0.1743,4362,4559,0.0432,1707,2376,0.2816,35903,36643,0.0202,5730,5768,0.0066,10243,11246,0.0892,12475,11089,0.125,20915,22318,0.0629,0.07855868651769937,121616,118916,118281,118434,213
482,2023-12-27,9501,11688,0.1871,9074,8673,0.0462,8522,7256,0.1745,4362,4559,0.0432,1710,2376,0.2803,35903,36643,0.0202,5730,5768,0.0066,10242,11246,0.0893,12475,11089,0.125,20915,22318,0.0629,0.07852486874476881,121616,118916,118281,118434,213
483,2023-12-28,9501,11688,0.1871,9077,8673,0.0466,8528,7256,0.1753,4362,4559,0.0432,1707,2376,0.2816,35903,36643,0.0202,5730,5768,0.0066,10237,11246,0.0897,12475,11089,0.125,20915,22318,0.0629,0.07866859427972371,121616,118917,118281,118435,213
484,2023-12-29,9501,11688,0.1871,9072,8673,0.046,8525,7256,0.1749,4362,4559,0.0432,1712,2376,0.2795,35903,36643,0.0202,5724,5768,0.0076,10247,11246,0.0888,12475,11089,0.125,20915,22318,0.0629,0.07852486874476881,121616,118918,118281,118436,213
485,2023-12-30,9501,11688,0.1871,9075,8673,0.0464,8530,7256,0.1756,4362,4559,0.0432,1709,2376,0.2807,35903,36643,0.0202,5724,5768,0.0076,10242,11246,0.0893,12475,11089,0.125,20915,22318,0.0629,0.07866013983649107,121616,118918,118281,118436,213
486,2023-12-31,9501,11688,0.1871,9066,8673,0.0453,8533,7256,0.176,4362,4559,0.0432,1718,2376,0.2769,35903,36643,0.0202,5724,5768,0.0076,10240,11246,0.0895,12475,11089,0.125,20915,22318,0.0629,0.07855023207446674,121616,118919,118281,118437,213
487,2024-01-01,9501,11688,0.1871,9069,8673,0.0457,8523,7256,0.1746,4362,4559,0.0432,1715,2376,0.2782,35903,36643,0.0202,5720,5768,0.0083,10254,11246,0.0882,12475,11089,0.125,20915,22318,0.0629,0.07843186986920976,121616,118919,118281,118437,213
488,2024-01-02,9501,11688,0.1871,9069,8673,0.0457,8526,7256,0.175,4362,4559,0.0432,1715,2376,0.2782,35903,36643,0.0202,5720,5768,0.0083,10250,11246,0.0886,12475,11089,0.125,20915,22318,0.0629,0.07849105097183826,121616,118920,118281,118436,213
489,2024-01-03,9501,11688,0.1871,9070,8673,0.0458,8530,7256,0.1756,4362,4559,0.0432,1714,2376,0.2786,35903,36643,0.0202,5720,5768,0.0083,10246,11246,0.0889,12475,11089,0.125,20915,22318,0.0629,0.07857559540416466,121616,118919,118281,118436,213
490,2024-01-04,9501,11688,0.1871,9074,8673,0.0462,8535,7256,0.1763,4362,4559,0.0432,1710,2376,0.2803,35903,36643,0.0202,5720,5768,0.0083,10241,11246,0.0894,12475,11089,0.125,20915,22318,0.0629,0.07872777538235219,121616,118919,118281,118436,213
491,2024-01-05,9501,11688,0.1871,9075,8673,0.0464,8526,7256,0.175,4362,4559,0.0432,1709,2376,0.2807,35903,36643,0.0202,5712,5768,0.0097,10259,11246,0.0878,12475,11089,0.125,20915,22318,0.0629,0.0785840498473973,121616,118919,118281,118437,213
492,2024-01-06,9501,11688,0.1871,9067,8673,0.0454,8531,7256,0.1757,4362,4559,0.0432,1717,2376,0.2774,35903,36643,0.0202,5712,5768,0.0097,10254,11246,0.0882,12475,11089,0.125,20915,22318,0.0629,0.07853332318800145,121616,118919,118281,118437,213
493,2024-01-07,9501,11688,0.1871,9069,8673,0.0457,8536,7256,0.1764,4362,4559,0.0432,1715,2376,0.2782,35903,36643,0.0202,5712,5768,0.0097,10249,11246,0.0887,12475,11089,0.125,20915,22318,0.0629,0.07865168539325842,121616,118920,118281,118437,213
494,2024-01-08,9501,11688,0.1871,9070,8673,0.0458,8544,7256,0.1775,4362,4559,0.0432,1714,2376,0.2786,35903,36643,0.0202,5712,5768,0.0097,10241,11246,0.0894,12475,11089,0.125,20915,22318,0.0629,0.07880386537144596,121616,118920,118281,118437,213
495,2024-01-09,9501,11688,0.1871,9073,8673,0.0461,8538,7256,0.1767,4362,4559,0.0432,1711,2376,0.2799,35903,36643,0.0202,5704,5768,0.0111,10255,11246,0.0881,12475,11089,0.125,20915,22318,0.0629,0.07875313871205011,121616,118919,118281,118437,213
496,2024-01-10,9501,11688,0.1871,9074,8673,0.0462,8542,7256,0.1772,4362,4559,0.0432,1710,2376,0.2803,35903,36643,0.0202,5704,5768,0.0111,10249,11246,0.0887,12475,11089,0.125,20915,22318,0.0629,0.0788545920308418,121616,118919,118281,118435,213
497,2024-01-11,9501,11688,0.1871,9075,8673,0.0464,8545,7256,0.1776,4362,4559,0.0432,1709,2376,0.2807,35903,36643,0.0202,5704,5768,0.0111,10246,11246,0.0889,12475,11089,0.125,20915,22318,0.0629,0.07892222757670293,121616,118920,118281,118435,213
498,2024-01-12,9501,11688,0.1871,9068,8673,0.0455,8550,7256,0.1783,4362,4559,0.0432,1716,2376,0.2778,35903,36643,0.0202,5704,5768,0.0111,10240,11246,0.0895,12475,11089,0.125,20915,22318,0.0629,0.07889686424700501,121616,118918,118281,118434,213
499,2024-01-13,9501,11688,0.1871,9070,8673,0.0458,8549,7256,0.1782,4362,4559,0.0432,1714,2376,0.2786,35903,36643,0.0202,5699,5768,0.012,10249,11246,0.0887,12475,11089,0.125,20915,22318,0.0629,0.07888840980377237,121616,118919,118281,118437,213
500,2024-01-14,9501,11688,0.1871,9070,8673,0.0458,8553,7256,0.1787,4362,4559,0.0432,1714,2376,0.2786,35869,36643,0.0211,5760,5768,0.0014,10242,11246,0.0893,12475,11089,0.125,20891,22318,0.0639,0.0789560453496335,121616,118919,118281,118437,213
501,2024-01-15,9501,11688,0.1871,9073,8673,0.0461,8557,7256,0.1793,4362,4559,0.0432,1711,2376,0.2799,35869,36643,0.0211,5760,5768,0.0014,10238,11246,0.0896,12475,11089,0.125,20891,22318,0.0639,0.07907440755489047,121616,118919,118281,118437,213
502,2024-01-16,9501,11688,0.1871,9073,8673,0.0461,8548,7256,0.1781,4362,4559,0.0432,1711,2376,0.2799,35869,36643,0.0211,5752,5768,0.0028,10257,11246,0.0879,12475,11089,0.125,20891,22318,0.0639,0.07890531869023766,121616,118921,118281,118439,213
503,2024-01-17,9501,11688,0.1871,9074,8673,0.0462,8553,7256,0.1787,4362,4559,0.0432,1710,2376,0.2803,35869,36643,0.0211,5752,5768,0.0028,10252,11246,0.0884,12475,11089,0.125,20891,22318,0.0639,0.07900677200902935,121616,118921,118281,118439,213
504,2024-01-18,9501,11688,0.1871,9075,8673,0.0464,8560,7256,0.1797,4362,4559,0.0432,1709,2376,0.2807,35869,36643,0.0211,5752,5768,0.0028,10245,11246,0.089,12475,11089,0.125,20891,22318,0.0639,0.0791420431007516,121616,118921,118281,118439,213
505,2024-01-19,9501,11688,0.1871,9062,8673,0.0449,8563,7256,0.1801,4362,4559,0.0432,1721,2376,0.2757,35869,36643,0.0211,5752,5768,0.0028,10242,11246,0.0893,12475,11089,0.125,20891,22318,0.0639,0.07898140867933143,121616,118921,118281,118438,213
506,2024-01-20,9501,11688,0.1871,9065,8673,0.0452,8565,7256,0.1804,4362,4559,0.0432,1717,2376,0.2774,35869,36643,0.0211,5752,5768,0.0028,10240,11246,0.0895,12475,11089,0.125,20891,22318,0.0639,0.07907440755489047,121616,118921,118281,118437,213
507,2024-01-21,9501,11688,0.1871,9066,8673,0.0453,8560,7256,0.1797,4362,4559,0.0432,1716,2376,0.2778,35869,36643,0.0211,5747,5768,0.0036,10250,11246,0.0886,12475,11089,0.125,20891,22318,0.0639,0.07900677200902935,121616,118921,118281,118437,213
508,2024-01-22,9501,11688,0.1871,9069,8673,0.0457,8565,7256,0.1804,4362,4559,0.0432,1713,2376,0.279,35869,36643,0.0211,5747,5768,0.0036,10245,11246,0.089,12475,11089,0.125,20891,22318,0.0639,0.0791420431007516,121616,118921,118281,118437,213
509,2024-01-23,9501,11688,0.1871,9071,8673,0.0459,8572,7256,0.1814,4362,4559,0.0432,1711,2376,0.2799,35869,36643,0.0211,5747,5768,0.0036,10238,11246,0.0896,12475,11089,0.125,20891,22318,0.0639,0.07929422307893913,121616,118921,118281,118437,213
510,2024-01-24,9501,11688,0.1871,9072,8673,0.046,8574,7256,0.1816,4362,4559,0.0432,1710,2376,0.2803,35869,36643,0.0211,5735,5768,0.0057,10248,11246,0.0887,12475,11089,0.125,20891,22318,0.0639,0.07934494973833499,121616,118921,118281,118437,213
511,2024-01-25,9501,11688,0.1871,9072,8673,0.046,8577,7256,0.1821,4362,4559,0.0432,1710,2376,0.2803,35869,36643,0.0211,5735,5768,0.0057,10244,11246,0.0891,12475,11089,0.125,20891,22318,0.0639,0.07940413084096347,121616,118921,118281,118436,213
512,2024-01-26,9501,11688,0.1871,9075,8673,0.0464,8581,7256,0.1826,4362,4559,0.0432,1707,2376,0.2816,35869,36643,0.0211,5735,5768,0.0057,10240,11246,0.0895,12475,11089,0.125,20891,22318,0.0639,0.07952249304622044,121616,118921,118281,118436,213
513,2024-01-27,9501,11688,0.1871,9070,8673,0.0458,8580,7256,0.1825,4362,4559,0.0432,1712,2376,0.2795,35869,36643,0.0211,5728,5768,0.0069,10249,11246,0.0887,12475,11089,0.125,20891,22318,0.0639,0.0794125852841961,121616,118921,118281,118437,213
514,2024-01-28,9501,11688,0.1871,9073,8673,0.0461,8588,7256,0.1836,4362,4559,0.0432,1709,2376,0.2807,35869,36643,0.0211,5728,5768,0.0069,10241,11246,0.0894,12475,11089,0.125,20891,22318,0.0639,0.07959858303531421,121616,118921,118281,118437,213
515,2024-01-29,9501,11688,0.1871,9068,8673,0.0455,8582,7256,0.1827,4362,4559,0.0432,1715,2376,0.2782,35869,36643,0.0211,5721,5768,0.0081,10254,11246,0.0882,12475,11089,0.125,20891,22318,0.0639,0.07940413084096347,121616,118921,118281,118438,213
516,2024-01-30,9501,11688,0.1871,9069,8673,0.0457,8587,7256,0.1834,4362,4559,0.0432,1714,2376,0.2786,35869,36643,0.0211,5721,5768,0.0081,10249,11246,0.0887,12475,11089,0.125,20891,22318,0.0639,0.07950558415975516,121616,118921,118281,118438,213
517,2024-01-31,9501,11688,0.1871,9073,8673,0.0461,8592,7256,0.1841,4362,4559,0.0432,1710,2376,0.2803,35869,36643,0.0211,5721,5768,0.0081,10243,11246,0.0892,12475,11089,0.125,20891,22318,0.0639,0.07966621858117534,121616,118920,118281,118437,213
518,2024-02-01,9501,11688,0.1871,9075,8673,0.0464,8594,7256,0.1844,4362,4559,0.0432,1708,2376,0.2811,35869,36643,0.0211,5721,5768,0.0081,10242,11246,0.0893,12475,11089,0.125,20891,22318,0.0639,0.07972539968380382,121616,118921,118281,118438,213
519,2024-02-02,9501,11688,0.1871,9061,8673,0.0447,8598,7256,0.185,4362,4559,0.0432,1723,2376,0.2748,35869,36643,0.0211,5721,5768,0.0081,10239,11246,0.0895,12475,11089,0.125,20891,22318,0.0639,0.07953940193268573,121616,118922,118281,118440,213
520,2024-02-03,9501,11688,0.1871,9062,8673,0.0449,8585,7256,0.1832,4362,4559,0.0432,1722,2376,0.2753,35869,36643,0.0211,5720,5768,0.0083,10253,11246,0.0883,12475,11089,0.125,20891,22318,0.0639,0.07933649529510234,121616,118922,118281,118440,213
521,2024-02-04,9501,11688,0.1871,9064,8673,0.0451,8587,7256,0.1834,4362,4559,0.0432,1720,2376,0.2761,35869,36643,0.0211,5720,5768,0.0083,10251,11246,0.0885,12475,11089,0.125,20891,22318,0.0639,0.07940413084096347,121616,118922,118281,118440,213
522,2024-02-05,9501,11688,0.1871,9066,8673,0.0453,8590,7256,0.1838,4362,4559,0.0432,1718,2376,0.2769,35869,36643,0.0211,5720,5768,0.0083,10248,11246,0.0887,12475,11089,0.125,20891,22318,0.0639,0.07948867527328987,121616,118922,118281,118440,213
523,2024-02-06,9501,11688,0.1871,9069,8673,0.0457,8596,7256,0.1847,4362,4559,0.0432,1715,2376,0.2782,35869,36643,0.0211,5720,5768,0.0083,10242,11246,0.0893,12475,11089,0.125,20891,22318,0.0639,0.07964085525147742,121616,118922,118281,118440,213
524,2024-02-07,9501,11688,0.1871,9070,8673,0.0458,8601,7256,0.1854,4362,4559,0.0432,1714,2376,0.2786,35869,36643,0.0211,5720,5768,0.0083,10237,11246,0.0897,12475,11089,0.125,20891,22318,0.0639,0.07974230857026911,121616,118922,118281,118440,213
525,2024-02-08,9501,11688,0.1871,9071,8673,0.0459,8600,7256,0.1852,4362,4559,0.0432,1713,2376,0.279,35869,36643,0.0211,5715,5768,0.0092,10243,11246,0.0892,12475,11089,0.125,20891,22318,0.0639,0.07974230857026911,121616,118922,118281,118440,213
526,2024-02-09,9501,11688,0.1871,9071,8673,0.0459,8606,7256,0.1861,4362,4559,0.0432,1713,2376,0.279,35869,36643,0.0211,5715,5768,0.0092,10237,11246,0.0897,12475,11089,0.125,20891,22318,0.0639,0.0798437618890608,121616,118922,118281,118440,213
527,2024-02-10,9501,11688,0.1871,9076,8673,0.0465,8604,7256,0.1858,4362,4559,0.0432,1708,2376,0.2811,35869,36643,0.0211,5706,5768,0.0107,10248,11246,0.0887,12475,11089,0.125,20891,22318,0.0639,0.07989448854845664,121616,118922,118281,118440,213
528,2024-02-11,9501,11688,0.1871,9067,8673,0.0454,8606,7256,0.1861,4362,4559,0.0432,1717,2376,0.2774,35869,36643,0.0211,5706,5768,0.0107,10246,11246,0.0889,12475,11089,0.125,20891,22318,0.0639,0.07977612634319967,121616,118922,118281,118440,213
529,2024-02-12,9501,11688,0.1871,9067,8673,0.0454,8612,7256,0.1869,4362,4559,0.0432,1717,2376,0.2774,35869,36643,0.0211,5706,5768,0.0107,10240,11246,0.0895,12475,11089,0.125,20891,22318,0.0639,0.07987757966199135,121616,118922,118281,118440,213
530,2024-02-13,9501,11688,0.1871,9069,8673,0.0457,8611,7256,0.1867,4362,4559,0.0432,1715,2376,0.2782,35869,36643,0.0211,5699,5768,0.012,10248,11246,0.0887,12475,11089,0.125,20891,22318,0.0639,0.07989448854845664,121616,118922,118281,118440,213
531,2024-02-14,9501,11688,0.1871,9072,8673,0.046,8615,7256,0.1873,4362,4559,0.0432,1712,2376,0.2795,35841,36643,0.0219,5747,5768,0.0036,10236,11246,0.0898,12475,11089,0.125,20879,22318,0.0645,0.08001285075371362,121616,118922,118281,118440,213
532,2024-02-15,9501,11688,0.1871,9072,8673,0.046,8608,7256,0.1863,4362,4559,0.0432,1711,2376,0.2799,35841,36643,0.0219,5741,5768,0.0047,10249,11246,0.0887,12475,11089,0.125,20879,22318,0.0645,0.07990294299168928,121616,118922,118281,118439,213
533,2024-02-16,9501,11688,0.1871,9073,8673,0.0461,8612,7256,0.1869,4362,4559,0.0432,1710,2376,0.2803,35841,36643,0.0219,5741,5768,0.0047,10245,11246,0.089,12475,11089,0.125,20879,22318,0.0645,0.0799874874240157,121616,118922,118281,118439,213
534,2024-02-17,9501,11688,0.1871,9076,8673,0.0465,8614,7256,0.1872,4362,4559,0.0432,1707,2376,0.2816,35841,36643,0.0219,5741,5768,0.0047,10243,11246,0.0892,12475,11089,0.125,20879,22318,0.0645,0.0800720318563421,121616,118922,118281,118439,213
535,2024-02-18,9501,11688,0.1871,9073,8673,0.0461,8618,7256,0.1877,4362,4559,0.0432,1711,2376,0.2799,35841,36643,0.0219,5741,5768,0.0047,10238,11246,0.0896,12475,11089,0.125,20879,22318,0.0645,0.08008894074280738,121616,118921,118281,118439,213
536,2024-02-19,9501,11688,0.1871,9074,8673,0.0462,8618,7256,0.1877,4362,4559,0.0432,1710,2376,0.2803,35841,36643,0.0219,5737,5768,0.0054,10242,11246,0.0893,12475,11089,0.125,20879,22318,0.0645,0.08010584962927267,121616,118921,118281,118439,213
537,2024-02-20,9501,11688,0.1871,9075,8673,0.0464,8623,7256,0.1884,4362,4559,0.0432,1709,2376,0.2807,35841,36643,0.0219,5737,5768,0.0054,10238,11246,0.0896,12475,11089,0.125,20879,22318,0.0645,0.08019884850483172,121616,118922,118281,118440,213
538,2024-02-21,9501,11688,0.1871,9068,8673,0.0455,8624,7256,0.1885,4362,4559,0.0432,1716,2376,0.2778,35841,36643,0.0219,5726,5768,0.0073,10248,11246,0.0887,12475,11089,0.125,20879,22318,0.0645,0.08009739518604002,121616,118922,118281,118440,213
539,2024-02-22,9501,11688,0.1871,9071,8673,0.0459,8628,7256,0.1891,4362,4559,0.0432,1713,2376,0.279,35841,36643,0.0219,5726,5768,0.0073,10244,11246,0.0891,12475,11089,0.125,20879,22318,0.0645,0.080215757391297,121616,118922,118281,118440,213
540,2024-02-23,9501,11688,0.1871,9076,8673,0.0465,8631,7256,0.1895,4362,4559,0.0432,1708,2376,0.2811,35841,36643,0.0219,5726,5768,0.0073,10241,11246,0.0894,12475,11089,0.125,20879,22318,0.0645,0.08035102848301925,121616,118922,118281,118440,213
541,2024-02-24,9501,11688,0.1871,9063,8673,0.045,8621,7256,0.1881,4362,4559,0.0432,1721,2376,0.2757,35841,36643,0.0219,5718,5768,0.0087,10258,11246,0.0879,12475,11089,0.125,20879,22318,0.0645,0.07997057853755041,121616,118921,118281,118439,213
542,2024-02-25,9501,11688,0.1871,9064,8673,0.0451,8627,7256,0.1889,4362,4559,0.0432,1720,2376,0.2761,35841,36643,0.0219,5718,5768,0.0087,10251,11246,0.0885,12475,11089,0.125,20879,22318,0.0645,0.08009739518604002,121616,118921,118281,118438,213
543,2024-02-26,9501,11688,0.1871,9064,8673,0.0451,8632,7256,0.1896,4362,4559,0.0432,1720,2376,0.2761,35841,36643,0.0219,5718,5768,0.0087,10245,11246,0.089,12475,11089,0.125,20879,22318,0.0645,0.08019039406159907,121616,118922,118281,118437,213
544,2024-02-27,9501,11688,0.1871,9067,8673,0.0454,8638,7256,0.1905,4362,4559,0.0432,1717,2376,0.2774,35841,36643,0.0219,5718,5768,0.0087,10239,11246,0.0895,12475,11089,0.125,20879,22318,0.0645,0.0803425740397866,121616,118922,118281,118437,213
545,2024-02-28,9501,11688,0.1871,9069,8673,0.0457,8630,7256,0.1894,4362,4559,0.0432,1715,2376,0.2782,35841,36643,0.0219,5716,5768,0.009,10251,11246,0.0885,12475,11089,0.125,20879,22318,0.0645,0.08022421183452964,121616,118921,118281,118439,213
546,2024-02-29,9501,11688,0.1871,9072,8673,0.046,8631,7256,0.1895,4362,4559,0.0432,1712,2376,0.2795,35841,36643,0.0219,5716,5768,0.009,10249,11246,0.0887,12475,11089,0.125,20879,22318,0.0645,0.08030030182362341,121616,118921,118281,118438,213
547,2024-03-01,9501,11688,0.1871,9072,8673,0.046,8637,7256,0.1903,4362,4559,0.0432,1712,2376,0.2795,35841,36643,0.0219,5716,5768,0.009,10244,11246,0.0891,12475,11089,0.125,20879,22318,0.0645,0.08039330069918245,121616,118921,118281,118439,213
548,2024-03-02,9501,11688,0.1871,9073,8673,0.0461,8639,7256,0.1906,4362,4559,0.0432,1711,2376,0.2799,35841,36643,0.0219,5716,5768,0.009,10240,11246,0.0895,12475,11089,0.125,20879,22318,0.0645,0.08046093624504358,121616,118919,118281,118437,213
549,2024-03-03,9501,11688,0.1871,9075,8673,0.0464,8635,7256,0.19,4362,4559,0.0432,1709,2376,0.2807,35841,36643,0.0219,5714,5768,0.0094,10245,11246,0.089,12475,11089,0.125,20879,22318,0.0645,0.08043557291534566,121616,118918,118281,118436,213
550,2024-03-04,9501,11688,0.1871,9071,8673,0.0459,8644,7256,0.1913,4362,4559,0.0432,1713,2376,0.279,35841,36643,0.0219,5714,5768,0.0094,10236,11246,0.0898,12475,11089,0.125,20879,22318,0.0645,0.08052011734767207,121616,118918,118281,118436,213
551,2024-03-05,9501,11688,0.1871,9072,8673,0.046,8642,7256,0.191,4362,4559,0.0432,1712,2376,0.2795,35841,36643,0.0219,5707,5768,0.0106,10247,11246,0.0888,12475,11089,0.125,20879,22318,0.0645,0.0804862995747415,121616,118920,118281,118438,213
552,2024-03-06,9501,11688,0.1871,9077,8673,0.0466,8644,7256,0.1913,4362,4559,0.0432,1707,2376,0.2816,35841,36643,0.0219,5707,5768,0.0106,10245,11246,0.089,12475,11089,0.125,20879,22318,0.0645,0.08060466177999848,121616,118921,118281,118438,213
553,2024-03-07,9501,11688,0.1871,9070,8673,0.0458,8647,7256,0.1917,4362,4559,0.0432,1714,2376,0.2786,35841,36643,0.0219,5707,5768,0.0106,10242,11246,0.0893,12475,11089,0.125,20879,22318,0.0645,0.08053702623413735,121616,118921,118281,118438,213
554,2024-03-08,9501,11688,0.1871,9071,8673,0.0459,8652,7256,0.1924,4362,4559,0.0432,1713,2376,0.279,35841,36643,0.0219,5707,5768,0.0106,10237,11246,0.0897,12475,11089,0.125,20879,22318,0.0645,0.08063847955292905,121616,118920,118281,118438,213
555,2024-03-09,9501,11688,0.1871,9073,8673,0.0461,8649,7256,0.192,4362,4559,0.0432,1710,2376,0.2803,35841,36643,0.0219,5704,5768,0.0111,10243,11246,0.0892,12475,11089,0.125,20879,22318,0.0645,0.0806300251096964,121616,118920,118281,118437,213
556,2024-03-10,9501,11688,0.1871,9076,8673,0.0465,8654,7256,0.1927,4362,4559,0.0432,1707,2376,0.2816,35841,36643,0.0219,5704,5768,0.0111,10238,11246,0.0896,12475,11089,0.125,20879,22318,0.0645,0.08076529620141866,121616,118920,118281,118437,213
557,2024-03-11,9501,11688,0.1871,9071,8673,0.0459,8648,7256,0.1918,4362,4559,0.0432,1713,2376,0.279,35841,36643,0.0219,5699,5768,0.012,10249,11246,0.0887,12475,11089,0.125,20879,22318,0.0645,0.08057084400706792,121616,118920,118281,118438,213
558,2024-03-12,9501,11688,0.1871,9072,8673,0.046,8650,7256,0.1921,4362,4559,0.0432,1712,2376,0.2795,35810,36643,0.0227,5753,5768,0.0026,10240,11246,0.0895,12475,11089,0.125,20863,22318,0.0652,0.08062157066646376,121616,118920,118281,118438,213
559,2024-03-13,9501,11688,0.1871,9074,8673,0.0462,8651,7256,0.1923,4362,4559,0.0432,1710,2376,0.2803,35810,36643,0.0227,5751,5768,0.0029,10241,11246,0.0894,12475,11089,0.125,20863,22318,0.0652,0.08067229732585961,121616,118920,118281,118438,213
560,2024-03-14,9501,11688,0.1871,9074,8673,0.0462,8651,7256,0.1923,4362,4559,0.0432,1710,2376,0.2803,35810,36643,0.0227,5746,5768,0.0038,10246,11246,0.0889,12475,11089,0.125,20863,22318,0.0652,0.08067229732585961,121616,118920,118281,118438,213
561,2024-03-15,9501,11688,0.1871,9075,8673,0.0464,8658,7256,0.1932,4362,4559,0.0432,1709,2376,0.2807,35810,36643,0.0227,5746,5768,0.0038,10239,11246,0.0895,12475,11089,0.125,20863,22318,0.0652,0.08080756841758185,121616,118920,118281,118438,213
562,2024-03-16,9501,11688,0.1871,9066,8673,0.0453,8659,7256,0.1934,4362,4559,0.0432,1718,2376,0.2769,35810,36643,0.0227,5743,5768,0.0043,10241,11246,0.0894,12475,11089,0.125,20863,22318,0.0652,0.08067229732585961,121616,118920,118281,118438,213
563,2024-03-17,9501,11688,0.1871,9067,8673,0.0454,8658,7256,0.1932,4362,4559,0.0432,1717,2376,0.2774,35810,36643,0.0227,5732,5768,0.0062,10253,11246,0.0883,12475,11089,0.125,20863,22318,0.0652,0.08067229732585961,121616,118920,118281,118438,213
564,2024-03-18,9501,11688,0.1871,9067,8673,0.0454,8661,7256,0.1936,4362,4559,0.0432,1717,2376,0.2774,35810,36643,0.0227,5732,5768,0.0062,10250,11246,0.0886,12475,11089,0.125,20863,22318,0.0652,0.08072302398525545,121616,118921,118281,118438,213
565,2024-03-19,9501,11688,0.1871,9070,8673,0.0458,8664,7256,0.194,4362,4559,0.0432,1714,2376,0.2786,35810,36643,0.0227,5732,5768,0.0062,10244,11246,0.0891,12475,11089,0.125,20863,22318,0.0652,0.08084984063374506,121616,118921,118281,118435,213
566,2024-03-20,9501,11688,0.1871,9070,8673,0.0458,8668,7256,0.1946,4362,4559,0.0432,1714,2376,0.2786,35810,36643,0.0227,5732,5768,0.0062,10240,11246,0.0895,12475,11089,0.125,20863,22318,0.0652,0.0809174761796062,121616,118920,118281,118435,213
567,2024-03-21,9501,11688,0.1871,9070,8673,0.0458,8659,7256,0.1934,4362,4559,0.0432,1714,2376,0.2786,35810,36643,0.0227,5728,5768,0.0069,10256,11246,0.088,12475,11089,0.125,20863,22318,0.0652,0.08073993287172074,121616,118920,118281,118438,213
568,2024-03-22,9501,11688,0.1871,9074,8673,0.0462,8668,7256,0.1946,4362,4559,0.0432,1710,2376,0.2803,35810,36643,0.0227,5728,5768,0.0069,10246,11246,0.0889,12475,11089,0.125,20863,22318,0.0652,0.08096820283900204,121616,118920,118281,118437,213
569,2024-03-23,9501,11688,0.1871,9075,8673,0.0464,8677,7256,0.1958,4362,4559,0.0432,1709,2376,0.2807,35810,36643,0.0227,5728,5768,0.0069,10236,11246,0.0898,12475,11089,0.125,20863,22318,0.0652,0.08114574614688749,121616,118919,118281,118436,213
570,2024-03-24,9501,11688,0.1871,9069,8673,0.0457,8667,7256,0.1945,4362,4559,0.0432,1715,2376,0.2782,35810,36643,0.0227,5722,5768,0.008,10254,11246,0.0882,12475,11089,0.125,20863,22318,0.0652,0.08085829507697771,121616,118920,118281,118438,213
571,2024-03-25,9500,11688,0.1872,9071,8673,0.0459,8673,7256,0.1953,4362,4559,0.0432,1713,2376,0.279,35810,36643,0.0227,5722,5768,0.008,10248,11246,0.0887,12475,11089,0.125,20863,22318,0.0652,0.0810020206119326,121616,118921,118281,118437,213
572,2024-03-26,9500,11688,0.1872,9074,8673,0.0462,8677,7256,0.1958,4362,4559,0.0432,1710,2376,0.2803,35810,36643,0.0227,5722,5768,0.008,10243,11246,0.0892,12475,11089,0.125,20863,22318,0.0652,0.08112883726042222,121616,118922,118281,118436,213
573,2024-03-27,9500,11688,0.1872,9076,8673,0.0465,8682,7256,0.1965,4362,4559,0.0432,1708,2376,0.2811,35810,36643,0.0227,5722,5768,0.008,10238,11246,0.0896,12475,11089,0.125,20863,22318,0.0652,0.08124719946567918,121616,118922,118281,118436,213
