Day,Date,Fassala sim,Fassala data,Fassala error,Mentao sim,Mentao data,Mentao error,Dori sim,Dori data,Dori error,Damba sim,Damba data,Damba error,Djibo sim,Djibo data,Djibo error,Niamey sim,Niamey data,Niamey error,Mangaize sim,Mangaize data,Mangaize error,Ayorou sim,Ayorou data,Ayorou error,Tahoua sim,Tahoua data,Tahoua error,Abala sim,Abala data,Abala error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
184,2023-03-04,9500,11688,0.1872,8888,8673,0.0248,7952,7256,0.0959,4362,4559,0.0432,1890,2376,0.2045,36204,36643,0.012,5717,5768,0.0088,10242,11246,0.0893,12475,11089,0.125,21117,22318,0.0538,0.06647728713825551,121616,118866,118281,118347,213
185,2023-03-05,9500,11688,0.1872,8889,8673,0.0249,7959,7256,0.0969,4362,4559,0.0432,1889,2376,0.205,36204,36643,0.012,5717,5768,0.0088,10240,11246,0.0895,12475,11089,0.125,21117,22318,0.0538,0.06657028601381457,121616,118867,118281,118352,213
186,2023-03-06,9500,11688,0.1872,8890,8673,0.025,7956,7256,0.0965,4362,4559,0.0432,1888,2376,0.2054,36204,36643,0.012,5710,5768,0.0101,10276,11246,0.0863,12475,11089,0.125,21117,22318,0.0538,0.06631665271683533,121616,118867,118281,118378,213
187,2023-03-07,9500,11688,0.1872,8892,8673,0.0253,7957,7256,0.0966,4362,4559,0.0432,1886,2376,0.2062,36204,36643,0.012,5710,5768,0.0101,10274,11246,0.0864,12475,11089,0.125,21117,22318,0.0538,0.06637583381946383,121616,118872,118281,118377,213
188,2023-03-08,9500,11688,0.1872,8892,8673,0.0253,7961,7256,0.0972,4362,4559,0.0432,1886,2376,0.2062,36204,36643,0.012,5710,5768,0.0101,10268,11246,0.087,12475,11089,0.125,21117,22318,0.0538,0.06646037825179023,121616,118875,118281,118375,213
189,2023-03-09,9500,11688,0.1872,8895,8673,0.0256,7965,7256,0.0977,4362,4559,0.0432,1883,2376,0.2075,36204,36643,0.012,5710,5768,0.0101,10262,11246,0.0875,12475,11089,0.125,21117,22318,0.0538,0.06659564934351249,121616,118877,118281,118373,213
190,2023-03-10,9500,11688,0.1872,8897,8673,0.0258,7969,7256,0.0983,4362,4559,0.0432,1881,2376,0.2083,36204,36643,0.012,5710,5768,0.0101,10257,11246,0.0879,12475,11089,0.125,21117,22318,0.0538,0.06670555710553681,121616,118881,118281,118372,213
191,2023-03-11,9500,11688,0.1872,8901,8673,0.0263,7973,7256,0.0988,4362,4559,0.0432,1877,2376,0.21,36204,36643,0.012,5710,5768,0.0101,10251,11246,0.0885,12475,11089,0.125,21117,22318,0.0538,0.06685773708372435,121616,118881,118281,118370,213
192,2023-03-12,9500,11688,0.1872,8904,8673,0.0266,7979,7256,0.0996,4362,4559,0.0432,1874,2376,0.2113,36204,36643,0.012,5710,5768,0.0101,10245,11246,0.089,12475,11089,0.125,21117,22318,0.0538,0.0670099170619119,121616,118882,118281,118370,213
193,2023-03-13,9500,11688,0.1872,8908,8673,0.0271,7981,7256,0.0999,4362,4559,0.0432,1870,2376,0.213,36204,36643,0.012,5710,5768,0.0101,10246,11246,0.0889,12475,11089,0.125,21117,22318,0.0538,0.06708600705100566,121616,118880,118281,118373,213
194,2023-03-14,9500,11688,0.1872,8909,8673,0.0272,7982,7256,0.1001,4362,4559,0.0432,1869,2376,0.2134,36204,36643,0.012,5710,5768,0.0101,10245,11246,0.089,12475,11089,0.125,21117,22318,0.0538,0.06711982482393622,121616,118889,118281,118373,213
195,2023-03-15,9500,11688,0.1872,8910,8673,0.0273,7986,7256,0.1006,4362,4559,0.0432,1868,2376,0.2138,36204,36643,0.012,5710,5768,0.0101,10244,11246,0.0891,12475,11089,0.125,21117,22318,0.0538,0.0671790059265647,121616,118887,118281,118376,213
196,2023-03-16,9500,11688,0.1872,8911,8673,0.0274,7995,7256,0.1018,4362,4559,0.0432,1867,2376,0.2142,36204,36643,0.012,5710,5768,0.0101,10238,11246,0.0896,12475,11089,0.125,21117,22318,0.0538,0.0673227314615196,121616,118882,118281,118379,213
197,2023-03-17,9500,11688,0.1872,8914,8673,0.0278,7994,7256,0.1017,4362,4559,0.0432,1864,2376,0.2155,36204,36643,0.012,5702,5768,0.0114,10265,11246,0.0872,12475,11089,0.125,21117,22318,0.0538,0.06720436925626262,121616,118886,118281,118397,213
198,2023-03-18,9500,11688,0.1872,8914,8673,0.0278,8002,7256,0.1028,4362,4559,0.0432,1864,2376,0.2155,36204,36643,0.012,5702,5768,0.0114,10257,11246,0.0879,12475,11089,0.125,21117,22318,0.0538,0.06733964034798488,121616,118893,118281,118397,213
199,2023-03-19,9500,11688,0.1872,8916,8673,0.028,8006,7256,0.1034,4362,4559,0.0432,1862,2376,0.2163,36204,36643,0.012,5702,5768,0.0114,10252,11246,0.0884,12475,11089,0.125,21117,22318,0.0538,0.06744954811000922,121616,118895,118281,118396,213
200,2023-03-20,9500,11688,0.1872,8916,8673,0.028,8009,7256,0.1038,4362,4559,0.0432,1862,2376,0.2163,36204,36643,0.012,5702,5768,0.0114,10248,11246,0.0887,12475,11089,0.125,21117,22318,0.0538,0.0675087292126377,121616,118896,118281,118395,213
201,2023-03-21,9500,11688,0.1872,8918,8673,0.0282,8011,7256,0.1041,4362,4559,0.0432,1860,2376,0.2172,36204,36643,0.012,5702,5768,0.0114,10244,11246,0.0891,12475,11089,0.125,21117,22318,0.0538,0.0675932736449641,121616,118897,118281,118393,213
202,2023-03-22,9500,11688,0.1872,8920,8673,0.0285,8018,7256,0.105,4362,4559,0.0432,1858,2376,0.218,36204,36643,0.012,5702,5768,0.0114,10241,11246,0.0894,12475,11089,0.125,21117,22318,0.0538,0.06771163585022108,121616,118897,118281,118397,213
203,2023-03-23,9500,11688,0.1872,8921,8673,0.0286,8007,7256,0.1035,4362,4559,0.0432,1857,2376,0.2184,36204,36643,0.012,5698,5768,0.0121,10268,11246,0.087,12475,11089,0.125,21117,22318,0.0538,0.06744109366677657,121616,118898,118281,118409,213
204,2023-03-24,9500,11688,0.1872,8923,8673,0.0288,8009,7256,0.1038,4362,4559,0.0432,1855,2376,0.2193,36172,36643,0.0129,5764,5768,0.0007,10257,11246,0.0879,12475,11089,0.125,21091,22318,0.055,0.06751718365587034,121616,118899,118281,118408,213
205,2023-03-25,9500,11688,0.1872,8924,8673,0.0289,8016,7256,0.1047,4362,4559,0.0432,1854,2376,0.2197,36172,36643,0.0129,5764,5768,0.0007,10250,11246,0.0886,12475,11089,0.125,21091,22318,0.055,0.0676524547475926,121616,118902,118281,118408,213
206,2023-03-26,9500,11688,0.1872,8926,8673,0.0292,8027,7256,0.1063,4362,4559,0.0432,1851,2376,0.221,36172,36643,0.0129,5764,5768,0.0007,10241,11246,0.0894,12475,11089,0.125,21091,22318,0.055,0.06786381582840861,121616,118903,118281,118409,213
207,2023-03-27,9500,11688,0.1872,8930,8673,0.0296,8031,7256,0.1068,4362,4559,0.0432,1847,2376,0.2226,36172,36643,0.0129,5761,5768,0.0012,10245,11246,0.089,12475,11089,0.125,21091,22318,0.055,0.06795681470396767,121616,118904,118281,118414,213
208,2023-03-28,9500,11688,0.1872,8933,8673,0.03,8035,7256,0.1074,4362,4559,0.0432,1844,2376,0.2239,36172,36643,0.0129,5761,5768,0.0012,10243,11246,0.0892,12475,11089,0.125,21091,22318,0.055,0.06805826802275936,121616,118906,118281,118416,213
209,2023-03-29,9500,11688,0.1872,8936,8673,0.0303,8038,7256,0.1078,4362,4559,0.0432,1841,2376,0.2252,36172,36643,0.0129,5761,5768,0.0012,10245,11246,0.089,12475,11089,0.125,21091,22318,0.055,0.06811744912538785,121616,118911,118281,118421,213
210,2023-03-30,9500,11688,0.1872,8936,8673,0.0303,8041,7256,0.1082,4362,4559,0.0432,1841,2376,0.2252,36172,36643,0.0129,5761,5768,0.0012,10243,11246,0.0892,12475,11089,0.125,21091,22318,0.055,0.06815972134155106,121616,118912,118281,118422,213
211,2023-03-31,9500,11688,0.1872,8940,8673,0.0308,8044,7256,0.1086,4362,4559,0.0432,1837,2376,0.2269,36172,36643,0.0129,5761,5768,0.0012,10241,11246,0.0894,12475,11089,0.125,21091,22318,0.055,0.06826962910357538,121616,118913,118281,118423,213
212,2023-04-01,9500,11688,0.1872,8941,8673,0.0309,8042,7256,0.1083,4362,4559,0.0432,1836,2376,0.2273,36172,36643,0.0129,5755,5768,0.0023,10249,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.0682527202171101,121616,118913,118281,118423,213
213,2023-04-02,9500,11688,0.1872,8944,8673,0.0312,8042,7256,0.1083,4362,4559,0.0432,1833,2376,0.2285,36172,36643,0.0129,5755,5768,0.0023,10249,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.06830344687650594,121616,118913,118281,118423,213
214,2023-04-03,9500,11688,0.1872,8945,8673,0.0314,8046,7256,0.1089,4362,4559,0.0432,1832,2376,0.229,36172,36643,0.0129,5755,5768,0.0023,10245,11246,0.089,12475,11089,0.125,21091,22318,0.055,0.06838799130883236,121616,118913,118281,118423,213
215,2023-04-04,9500,11688,0.1872,8947,8673,0.0316,8049,7256,0.1093,4362,4559,0.0432,1830,2376,0.2298,36172,36643,0.0129,5755,5768,0.0023,10242,11246,0.0893,12475,11089,0.125,21091,22318,0.055,0.06847253574115876,121616,118913,118281,118423,213
216,2023-04-05,9500,11688,0.1872,8949,8673,0.0318,8052,7256,0.1097,4362,4559,0.0432,1828,2376,0.2306,36172,36643,0.0129,5755,5768,0.0023,10240,11246,0.0895,12475,11089,0.125,21091,22318,0.055,0.06854862573025254,121616,118914,118281,118424,213
217,2023-04-06,9500,11688,0.1872,8950,8673,0.0319,8045,7256,0.1087,4362,4559,0.0432,1827,2376,0.2311,36172,36643,0.0129,5750,5768,0.0031,10252,11246,0.0884,12475,11089,0.125,21091,22318,0.055,0.06844717241146084,121616,118914,118281,118424,213
218,2023-04-07,9500,11688,0.1872,8953,8673,0.0323,8049,7256,0.1093,4362,4559,0.0432,1824,2376,0.2323,36172,36643,0.0129,5750,5768,0.0031,10247,11246,0.0888,12475,11089,0.125,21091,22318,0.055,0.06857398905995046,121616,118915,118281,118423,213
219,2023-04-08,9500,11688,0.1872,8955,8673,0.0325,8053,7256,0.1098,4362,4559,0.0432,1822,2376,0.2332,36172,36643,0.0129,5750,5768,0.0031,10243,11246,0.0892,12475,11089,0.125,21091,22318,0.055,0.06867544237874215,121616,118914,118281,118423,213
220,2023-04-09,9500,11688,0.1872,8957,8673,0.0327,8057,7256,0.1104,4362,4559,0.0432,1820,2376,0.234,36172,36643,0.0129,5750,5768,0.0031,10240,11246,0.0895,12475,11089,0.125,21091,22318,0.055,0.0687684412543012,121616,118915,118281,118424,213
221,2023-04-10,9500,11688,0.1872,8959,8673,0.033,8045,7256,0.1087,4362,4559,0.0432,1817,2376,0.2353,36172,36643,0.0129,5743,5768,0.0043,10261,11246,0.0876,12475,11089,0.125,21091,22318,0.055,0.06859089794641574,121616,118916,118281,118425,213
222,2023-04-11,9500,11688,0.1872,8962,8673,0.0333,8049,7256,0.1093,4362,4559,0.0432,1814,2376,0.2365,36172,36643,0.0129,5743,5768,0.0043,10254,11246,0.0882,12475,11089,0.125,21091,22318,0.055,0.06873462348137063,121616,118917,118281,118422,213
223,2023-04-12,9500,11688,0.1872,8962,8673,0.0333,8052,7256,0.1097,4362,4559,0.0432,1814,2376,0.2365,36172,36643,0.0129,5743,5768,0.0043,10251,11246,0.0885,12475,11089,0.125,21091,22318,0.055,0.06878535014076648,121616,118918,118281,118422,213
224,2023-04-13,9500,11688,0.1872,8967,8673,0.0339,8054,7256,0.11,4362,4559,0.0432,1809,2376,0.2386,36172,36643,0.0129,5743,5768,0.0043,10248,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.06891216678925609,121616,118915,118281,118421,213
225,2023-04-14,9500,11688,0.1872,8968,8673,0.034,8057,7256,0.1104,4362,4559,0.0432,1808,2376,0.2391,36172,36643,0.0129,5743,5768,0.0043,10245,11246,0.089,12475,11089,0.125,21091,22318,0.055,0.06897980233511722,121616,118914,118281,118421,213
226,2023-04-15,9500,11688,0.1872,8970,8673,0.0342,8062,7256,0.1111,4362,4559,0.0432,1806,2376,0.2399,36172,36643,0.0129,5743,5768,0.0043,10240,11246,0.0895,12475,11089,0.125,21091,22318,0.055,0.0690981645403742,121616,118913,118281,118421,213
227,2023-04-16,9500,11688,0.1872,8973,8673,0.0346,8062,7256,0.1111,4362,4559,0.0432,1803,2376,0.2412,36172,36643,0.0129,5738,5768,0.0052,10247,11246,0.0888,12475,11089,0.125,21091,22318,0.055,0.06913198231330475,121616,118914,118281,118423,213
228,2023-04-17,9500,11688,0.1872,8973,8673,0.0346,8066,7256,0.1116,4362,4559,0.0432,1803,2376,0.2412,36172,36643,0.0129,5738,5768,0.0052,10247,11246,0.0888,12475,11089,0.125,21091,22318,0.055,0.06916580008623532,121616,118918,118281,118427,213
229,2023-04-18,9500,11688,0.1872,8976,8673,0.0349,8071,7256,0.1123,4362,4559,0.0432,1800,2376,0.2424,36172,36643,0.0129,5738,5768,0.0052,10242,11246,0.0893,12475,11089,0.125,21091,22318,0.055,0.06930107117795757,121616,118919,118281,118427,213
230,2023-04-19,9500,11688,0.1872,8976,8673,0.0349,8076,7256,0.113,4362,4559,0.0432,1800,2376,0.2424,36172,36643,0.0129,5738,5768,0.0052,10238,11246,0.0896,12475,11089,0.125,21091,22318,0.055,0.06937716116705134,121616,118920,118281,118428,213
231,2023-04-20,9500,11688,0.1872,8979,8673,0.0353,8078,7256,0.1133,4362,4559,0.0432,1797,2376,0.2437,36172,36643,0.0129,5731,5768,0.0064,10244,11246,0.0891,12475,11089,0.125,21091,22318,0.055,0.06945325115614512,121616,118920,118281,118429,213
232,2023-04-21,9500,11688,0.1872,8984,8673,0.0359,8085,7256,0.1143,4362,4559,0.0432,1792,2376,0.2458,36172,36643,0.0129,5731,5768,0.0064,10237,11246,0.0897,12475,11089,0.125,21091,22318,0.055,0.0696561577937285,121616,118920,118281,118429,213
233,2023-04-22,9500,11688,0.1872,8985,8673,0.036,8081,7256,0.1137,4362,4559,0.0432,1791,2376,0.2462,36172,36643,0.0129,5728,5768,0.0069,10244,11246,0.0891,12475,11089,0.125,21091,22318,0.055,0.06960543113433265,121616,118920,118281,118429,213
234,2023-04-23,9500,11688,0.1872,8987,8673,0.0362,8086,7256,0.1144,4362,4559,0.0432,1789,2376,0.2471,36172,36643,0.0129,5728,5768,0.0069,10239,11246,0.0895,12475,11089,0.125,21091,22318,0.055,0.06972379333958963,121616,118920,118281,118429,213
235,2023-04-24,9500,11688,0.1872,8988,8673,0.0363,8081,7256,0.1137,4362,4559,0.0432,1788,2376,0.2475,36172,36643,0.0129,5723,5768,0.0078,10249,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.0696561577937285,121616,118920,118281,118429,213
236,2023-04-25,9500,11688,0.1872,8990,8673,0.0366,8084,7256,0.1141,4362,4559,0.0432,1786,2376,0.2483,36172,36643,0.0129,5723,5768,0.0078,10246,11246,0.0889,12475,11089,0.125,21091,22318,0.055,0.0697407022260549,121616,118920,118281,118429,213
237,2023-04-26,9500,11688,0.1872,8990,8673,0.0366,8088,7256,0.1147,4362,4559,0.0432,1786,2376,0.2483,36172,36643,0.0129,5723,5768,0.0078,10242,11246,0.0893,12475,11089,0.125,21091,22318,0.055,0.06980833777191603,121616,118920,118281,118429,213
238,2023-04-27,9500,11688,0.1872,8991,8673,0.0367,8091,7256,0.1151,4362,4559,0.0432,1785,2376,0.2487,36172,36643,0.0129,5723,5768,0.0078,10239,11246,0.0895,12475,11089,0.125,21091,22318,0.055,0.06987597331777716,121616,118920,118281,118429,213
239,2023-04-28,9500,11688,0.1872,8994,8673,0.037,8090,7256,0.1149,4362,4559,0.0432,1782,2376,0.25,36172,36643,0.0129,5715,5768,0.0092,10248,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.06990979109070772,121616,118920,118281,118429,213
240,2023-04-29,9500,11688,0.1872,8995,8673,0.0371,8093,7256,0.1154,4362,4559,0.0432,1781,2376,0.2504,36172,36643,0.0129,5715,5768,0.0092,10245,11246,0.089,12475,11089,0.125,21091,22318,0.055,0.06997742663656885,121616,118920,118281,118429,213
241,2023-04-30,9500,11688,0.1872,8998,8673,0.0375,8097,7256,0.1159,4362,4559,0.0432,1778,2376,0.2517,36172,36643,0.0129,5715,5768,0.0092,10241,11246,0.0894,12475,11089,0.125,21091,22318,0.055,0.07009578884182582,121616,118920,118281,118429,213
242,2023-05-01,9500,11688,0.1872,9000,8673,0.0377,8094,7256,0.1155,4362,4559,0.0432,1776,2376,0.2525,36172,36643,0.0129,5708,5768,0.0104,10251,11246,0.0885,12475,11089,0.125,21091,22318,0.055,0.07007887995536054,121616,118920,118281,118429,213
243,2023-05-02,9500,11688,0.1872,9000,8673,0.0377,8096,7256,0.1158,4362,4559,0.0432,1776,2376,0.2525,36172,36643,0.0129,5708,5768,0.0104,10249,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.07011269772829111,121616,118921,118281,118429,213
244,2023-05-03,9500,11688,0.1872,9002,8673,0.0379,8100,7256,0.1163,4362,4559,0.0432,1774,2376,0.2534,36172,36643,0.0129,5708,5768,0.0104,10243,11246,0.0892,12475,11089,0.125,21091,22318,0.055,0.07023105993354807,121616,118920,118281,118427,213
245,2023-05-04,9500,11688,0.1872,9005,8673,0.0383,8102,7256,0.1166,4362,4559,0.0432,1771,2376,0.2546,36172,36643,0.0129,5708,5768,0.0104,10241,11246,0.0894,12475,11089,0.125,21091,22318,0.055,0.07031560436587449,121616,118919,118281,118427,213
246,2023-05-05,9500,11688,0.1872,9006,8673,0.0384,8098,7256,0.116,4362,4559,0.0432,1770,2376,0.2551,36172,36643,0.0129,5702,5768,0.0114,10253,11246,0.0883,12475,11089,0.125,21091,22318,0.055,0.07024796882001336,121616,118920,118281,118429,213
247,2023-05-06,9500,11688,0.1872,9006,8673,0.0384,8099,7256,0.1162,4362,4559,0.0432,1770,2376,0.2551,36172,36643,0.0129,5702,5768,0.0114,10249,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.07029024103617657,121616,118919,118281,118426,213
248,2023-05-07,9500,11688,0.1872,9008,8673,0.0386,8108,7256,0.1174,4362,4559,0.0432,1768,2376,0.2559,36172,36643,0.0129,5702,5768,0.0114,10240,11246,0.0895,12475,11089,0.125,21091,22318,0.055,0.07047623878729466,121616,118919,118281,118426,213
249,2023-05-08,9500,11688,0.1872,9010,8673,0.0389,8108,7256,0.1174,4362,4559,0.0432,1766,2376,0.2567,36172,36643,0.0129,5696,5768,0.0125,10249,11246,0.0887,12475,11089,0.125,21091,22318,0.055,0.0704846932305273,121616,118920,118281,118429,213
250,2023-05-09,9500,11688,0.1872,9011,8673,0.039,8115,7256,0.1184,4362,4559,0.0432,1765,2376,0.2572,36142,36643,0.0137,5745,5768,0.004,10236,11246,0.0898,12475,11089,0.125,21076,22318,0.0557,0.07063687320871484,121616,118918,118281,118427,213
251,2023-05-10,9500,11688,0.1872,9014,8673,0.0393,8112,7256,0.118,4362,4559,0.0432,1762,2376,0.2584,36142,36643,0.0137,5739,5768,0.005,10245,11246,0.089,12475,11089,0.125,21076,22318,0.0557,0.07063687320871484,121616,118918,118281,118427,213
252,2023-05-11,9500,11688,0.1872,9017,8673,0.0397,8116,7256,0.1185,4362,4559,0.0432,1759,2376,0.2597,36142,36643,0.0137,5739,5768,0.005,10242,11246,0.0893,12475,11089,0.125,21076,22318,0.0557,0.07074678097073918,121616,118919,118281,118428,213
253,2023-05-12,9500,11688,0.1872,9019,8673,0.0399,8123,7256,0.1195,4362,4559,0.0432,1757,2376,0.2605,36142,36643,0.0137,5739,5768,0.005,10235,11246,0.0899,12475,11089,0.125,21076,22318,0.0557,0.07089896094892671,121616,118919,118281,118428,213
254,2023-05-13,9500,11688,0.1872,9020,8673,0.04,8118,7256,0.1188,4362,4559,0.0432,1756,2376,0.2609,36142,36643,0.0137,5733,5768,0.0061,10247,11246,0.0888,12475,11089,0.125,21076,22318,0.0557,0.07082287095983295,121616,118920,118281,118429,213
255,2023-05-14,9500,11688,0.1872,9020,8673,0.04,8121,7256,0.1192,4362,4559,0.0432,1756,2376,0.2609,36142,36643,0.0137,5733,5768,0.0061,10243,11246,0.0892,12475,11089,0.125,21076,22318,0.0557,0.07088205206246143,121616,118919,118281,118428,213
256,2023-05-15,9500,11688,0.1872,9022,8673,0.0402,8123,7256,0.1195,4362,4559,0.0432,1754,2376,0.2618,36142,36643,0.0137,5733,5768,0.0061,10241,11246,0.0894,12475,11089,0.125,21076,22318,0.0557,0.07094968760832256,121616,118919,118281,118428,213
257,2023-05-16,9500,11688,0.1872,9022,8673,0.0402,8121,7256,0.1192,4362,4559,0.0432,1754,2376,0.2618,36142,36643,0.0137,5726,5768,0.0073,10251,11246,0.0885,12475,11089,0.125,21076,22318,0.0557,0.07090741539215935,121616,118920,118281,118429,213
258,2023-05-17,9500,11688,0.1872,9023,8673,0.0404,8124,7256,0.1196,4362,4559,0.0432,1753,2376,0.2622,36142,36643,0.0137,5726,5768,0.0073,10245,11246,0.089,12475,11089,0.125,21076,22318,0.0557,0.0710004142677184,121616,118918,118281,118426,213
259,2023-05-18,9500,11688,0.1872,9024,8673,0.0405,8133,7256,0.1209,4362,4559,0.0432,1752,2376,0.2626,36142,36643,0.0137,5726,5768,0.0073,10236,11246,0.0898,12475,11089,0.125,21076,22318,0.0557,0.07116950313237122,121616,118918,118281,118426,213
260,2023-05-19,9500,11688,0.1872,9024,8673,0.0405,8132,7256,0.1207,4362,4559,0.0432,1752,2376,0.2626,36142,36643,0.0137,5716,5768,0.009,10249,11246,0.0887,12475,11089,0.125,21076,22318,0.0557,0.07113568535944065,121616,118919,118281,118428,213
261,2023-05-20,9500,11688,0.1872,9026,8673,0.0407,8138,7256,0.1216,4362,4559,0.0432,1750,2376,0.2635,36142,36643,0.0137,5716,5768,0.009,10242,11246,0.0893,12475,11089,0.125,21076,22318,0.0557,0.07127941089439555,121616,118918,118281,118427,213
262,2023-05-21,9500,11688,0.1872,9026,8673,0.0407,8143,7256,0.1222,4362,4559,0.0432,1750,2376,0.2635,36142,36643,0.0137,5716,5768,0.009,10237,11246,0.0897,12475,11089,0.125,21076,22318,0.0557,0.07136395532672196,121616,118918,118281,118427,213
263,2023-05-22,9500,11688,0.1872,9027,8673,0.0408,8136,7256,0.1213,4362,4559,0.0432,1749,2376,0.2639,36142,36643,0.0137,5708,5768,0.0104,10253,11246,0.0883,12475,11089,0.125,21076,22318,0.0557,0.07125404756469762,121616,118919,118281,118428,213
264,2023-05-23,9500,11688,0.1872,9028,8673,0.0409,8143,7256,0.1222,4362,4559,0.0432,1748,2376,0.2643,36142,36643,0.0137,5708,5768,0.0104,10243,11246,0.0892,12475,11089,0.125,21076,22318,0.0557,0.0714146819861178,121616,118919,118281,118425,213
265,2023-05-24,9500,11688,0.1872,9029,8673,0.041,8146,7256,0.1227,4362,4559,0.0432,1747,2376,0.2647,36142,36643,0.0137,5708,5768,0.0104,10241,11246,0.0894,12475,11089,0.125,21076,22318,0.0557,0.07147386308874629,121616,118919,118281,118426,213
266,2023-05-25,9500,11688,0.1872,9030,8673,0.0412,8143,7256,0.1222,4362,4559,0.0432,1746,2376,0.2652,36142,36643,0.0137,5702,5768,0.0114,10252,11246,0.0884,12475,11089,0.125,21076,22318,0.0557,0.07142313642935044,121616,118919,118281,118428,213
267,2023-05-26,9500,11688,0.1872,9032,8673,0.0414,8145,7256,0.1225,4362,4559,0.0432,1744,2376,0.266,36142,36643,0.0137,5702,5768,0.0114,10250,11246,0.0886,12475,11089,0.125,21076,22318,0.0557,0.07149077197521157,121616,118919,118281,118428,213
268,2023-05-27,9500,11688,0.1872,9034,8673,0.0416,8151,7256,0.1233,4362,4559,0.0432,1742,2376,0.2668,36142,36643,0.0137,5702,5768,0.0114,10243,11246,0.0892,12475,11089,0.125,21076,22318,0.0557,0.07163449751016647,121616,118918,118281,118427,213
269,2023-05-28,9500,11688,0.1872,9037,8673,0.042,8155,7256,0.1239,4362,4559,0.0432,1739,2376,0.2681,36142,36643,0.0137,5702,5768,0.0114,10239,11246,0.0895,12475,11089,0.125,21076,22318,0.0557,0.07175285971542344,121616,118918,118281,118427,213
270,2023-05-29,9500,11688,0.1872,9038,8673,0.0421,8147,7256,0.1228,4362,4559,0.0432,1738,2376,0.2685,36142,36643,0.0137,5697,5768,0.0123,10253,11246,0.0883,12475,11089,0.125,21076,22318,0.0557,0.07162604306693383,121616,118919,118281,118428,213
271,2023-05-30,9500,11688,0.1872,9041,8673,0.0424,8151,7256,0.1233,4362,4559,0.0432,1735,2376,0.2698,36112,36643,0.0145,5751,5768,0.0029,10245,11246,0.089,12475,11089,0.125,21056,22318,0.0565,0.0717444052721908,121616,118919,118281,118428,213
272,2023-05-31,9500,11688,0.1872,9041,8673,0.0424,8156,7256,0.124,4362,4559,0.0432,1735,2376,0.2698,36112,36643,0.0145,5751,5768,0.0029,10239,11246,0.0895,12475,11089,0.125,21056,22318,0.0565,0.07183740414774985,121616,118918,118281,118427,213
273,2023-06-01,9500,11688,0.1872,9043,8673,0.0427,8153,7256,0.1236,4362,4559,0.0432,1732,2376,0.271,36112,36643,0.0145,5745,5768,0.004,10248,11246,0.0887,12475,11089,0.125,21056,22318,0.0565,0.07182894970451721,121616,118918,118281,118426,213
274,2023-06-02,9500,11688,0.1872,9043,8673,0.0427,8156,7256,0.124,4362,4559,0.0432,1732,2376,0.271,36112,36643,0.0145,5745,5768,0.004,10245,11246,0.089,12475,11089,0.125,21056,22318,0.0565,0.07187967636391306,121616,118919,118281,118426,213
275,2023-06-03,9500,11688,0.1872,9045,8673,0.0429,8160,7256,0.1246,4362,4559,0.0432,1730,2376,0.2719,36112,36643,0.0145,5745,5768,0.004,10241,11246,0.0894,12475,11089,0.125,21056,22318,0.0565,0.07198112968270474,121616,118919,118281,118426,213
276,2023-06-04,9500,11688,0.1872,9047,8673,0.0431,8156,7256,0.124,4362,4559,0.0432,1728,2376,0.2727,36112,36643,0.0145,5738,5768,0.0052,10253,11246,0.0883,12475,11089,0.125,21056,22318,0.0565,0.07193885746654154,121616,118919,118281,118427,213
277,2023-06-05,9500,11688,0.1872,9047,8673,0.0431,8163,7256,0.125,4362,4559,0.0432,1727,2376,0.2731,36112,36643,0.0145,5738,5768,0.0052,10244,11246,0.0891,12475,11089,0.125,21056,22318,0.0565,0.07208258300149643,121616,118917,118281,118424,213
278,2023-06-06,9500,11688,0.1872,9048,8673,0.0432,8165,7256,0.1253,4362,4559,0.0432,1726,2376,0.2736,36112,36643,0.0145,5738,5768,0.0052,10242,11246,0.0893,12475,11089,0.125,21056,22318,0.0565,0.07213330966089228,121616,118917,118281,118424,213
279,2023-06-07,9500,11688,0.1872,9051,8673,0.0436,8168,7256,0.1257,4362,4559,0.0432,1723,2376,0.2748,36112,36643,0.0145,5738,5768,0.0052,10238,11246,0.0896,12475,11089,0.125,21056,22318,0.0565,0.07224321742291662,121616,118916,118281,118423,213
280,2023-06-08,9500,11688,0.1872,9053,8673,0.0438,8163,7256,0.125,4362,4559,0.0432,1721,2376,0.2757,36112,36643,0.0145,5726,5768,0.0073,10256,11246,0.088,12475,11089,0.125,21056,22318,0.0565,0.07218403632028812,121616,118917,118281,118424,213
281,2023-06-09,9500,11688,0.1872,9057,8673,0.0443,8166,7256,0.1254,4362,4559,0.0432,1717,2376,0.2774,36112,36643,0.0145,5726,5768,0.0073,10250,11246,0.0886,12475,11089,0.125,21056,22318,0.0565,0.07232776185524302,121616,118918,118281,118421,213
