name1,name2,distance,forced_redirection
Kogi,Benue,110.95352780897034,0
Kogi,Enugu,149.46249596643278,0
Kogi,Kebbi,583.940294623142,0
Kogi,Rivers,354.5012927681789,0
Kogi,Federal Capital Territory,146.84942228733584,0
Kogi,Ekiti,224.23132504641185,0
Kogi,Zamfara,492.5254689912544,0
Kogi,Katsina,503.6354162913415,0
Kogi,Ebonyi,204.2879209798325,0
Kogi,Delta,331.9730256740125,0
Kogi,Plateau,301.153950802088,0
Kogi,Niger,282.4767503400901,0
Kogi,Imo,251.23256338798797,0
Kogi,Osun,338.06638863638517,0
Kogi,Yobe,720.995353814029,0
Kogi,Edo,181.05499631922868,0
Kogi,Anambra,211.98317386406652,0
Kogi,Kwara,339.91972765186256,0
Kogi,Lagos,492.70906266438635,0
Kogi,Cross River,342.72200142294156,0
Kogi,Kano,456.6773982685329,0
Kogi,Akwa Ibom,331.1490947631439,0
Kogi,Oyo,478.45483195204594,0
Kogi,Bauchi,356.6362121125154,0
Kogi,Adamawa,554.4925069572839,0
Kogi,Taraba,373.3113417344909,0
Kogi,Jigawa,608.1955791722587,0
Kogi,Sokoto,589.5264819993008,0
Kogi,Nassarawa,171.1865609823067,0
Kogi,Abia,273.6749524366733,0
Kogi,Ogun,527.9698489138959,0
Kogi,Bayelsa,381.7713071426194,0
Kogi,Gombe,450.5121644749534,0
Imo,Minawao,918.049397929336,1
Imo,Maradi,852.4153672653977,1
Imo,Borno,967.756424817254,0
Imo,Ondo,259.80279835162696,0
Imo,Kaduna,583.9299661408777,0
Imo,Benue,296.8708179225061,0
Imo,Enugu,124.78867248199796,0
Imo,Kebbi,768.006375246669,0
Imo,Rivers,104.50839406939224,0
Imo,Federal Capital Territory,368.1550330937297,0
Imo,Ekiti,289.94513526567476,0
Imo,Zamfara,695.6470662705141,0
Imo,Katsina,751.7558084351053,0
Imo,Ebonyi,95.83201973972679,0
Imo,Delta,109.56976599627902,0
Imo,Plateau,509.4197626160059,0
Imo,Niger,493.07906910238825,0
Imo,Kogi,251.23256338798797,0
Imo,Osun,357.9750295245211,0
Imo,Yobe,951.7855207546282,0
Imo,Edo,158.10553423055126,0
Imo,Anambra,41.809504948822884,0
Imo,Kwara,413.26446890583514,0
Imo,Lagos,411.6394374208657,0
Imo,Cross River,164.44326262126106,0
Imo,Kano,707.8825758930061,0
Imo,Akwa Ibom,108.12712519437825,0
Imo,Oyo,483.38405722003614,0
Imo,Bauchi,587.8229974027641,0
Imo,Adamawa,710.8819283986768,0
Imo,Taraba,491.2804563617707,0
Imo,Jigawa,852.0891285311263,0
Imo,Sokoto,822.0068245619412,0
Imo,Nassarawa,344.61896422404436,0
Imo,Abia,58.45087574540655,0
Imo,Ogun,459.4253844454069,0
Imo,Bayelsa,161.30570229114005,0
Imo,Gombe,645.0580812268008,0
Osun,Maradi,687.2352562284249,1
Osun,Ondo,98.26204308358676,0
Osun,Kaduna,435.57361026931284,0
Osun,Benue,448.84941591012864,0
Osun,Enugu,380.50865873152225,0
Osun,Kebbi,484.8283202527415,0
Osun,Rivers,427.61437855823567,0
Osun,Federal Capital Territory,294.6443372561535,0
Osun,Ekiti,114.14950108265398,0
Osun,Zamfara,452.91110015262757,0
Osun,Katsina,634.1119947615136,0
Osun,Ebonyi,408.1926278042456,0
Osun,Delta,326.91790674346026,0
Osun,Plateau,620.9736006617857,0
Osun,Niger,321.9813614938324,0
Osun,Kogi,338.06638863638517,0
Osun,Imo,357.9750295245211,0
Osun,Yobe,985.4267897967667,0
Osun,Edo,214.4754712216058,0
Osun,Anambra,330.4386381653102,0
Osun,Kwara,83.8734522226486,0
Osun,Lagos,194.28094982768727,0
Osun,Cross River,521.7969144084676,0
Osun,Kano,637.6989772482891,0
Osun,Akwa Ibom,463.41667178827413,0
Osun,Oyo,141.7678782931759,0
Osun,Bauchi,645.9169448108455,0
Osun,Adamawa,887.8583096449031,0
Osun,Taraba,710.7402924411891,0
Osun,Jigawa,842.4915336786231,0
Osun,Sokoto,628.1321595684658,0
Osun,Nassarawa,509.2355370486034,0
Osun,Abia,415.8379845331506,0
Osun,Ogun,211.5427753688451,0
Osun,Bayelsa,337.55425152807226,0
Osun,Gombe,770.6979512564923,0
Yobe,Chad,276.0925432589444,1
Yobe,Diffa,87.44006711177074,1
Yobe,Minawao,334.3295510953605,1
Yobe,Maradi,527.4528675221587,1
Yobe,Borno,244.15410598849894,0
Yobe,Ondo,966.7812672429804,0
Yobe,Kaduna,595.3865191069842,0
Yobe,Benue,655.0173176383324,0
Yobe,Enugu,827.7612161240203,0
Yobe,Kebbi,824.0201689089611,0
Yobe,Federal Capital Territory,693.28736360906,0
Yobe,Ekiti,886.7709014974944,0
Yobe,Zamfara,726.8869996565114,0
Yobe,Katsina,447.8143179582612,0
Yobe,Ebonyi,870.5652374949137,0
Yobe,Plateau,446.409037385479,0
Yobe,Niger,688.068390654954,0
Yobe,Kogi,720.995353814029,0
Yobe,Imo,951.7855207546282,0
Yobe,Osun,985.4267897967667,0
Yobe,Edo,898.9431332077387,0
Yobe,Anambra,919.4488346982935,0
Yobe,Kwara,936.3440572573456,0
Yobe,Cross River,963.5329131309485,0
Yobe,Kano,382.9351562740652,0
Yobe,Akwa Ibom,993.6116131720759,0
Yobe,Bauchi,365.34714500729245,0
Yobe,Adamawa,406.085354006343,0
Yobe,Taraba,566.3195253486987,0
Yobe,Jigawa,165.00246221619656,0
Yobe,Sokoto,600.0032553101654,0
Yobe,Nassarawa,612.5641683340386,0
Yobe,Abia,949.9487924507769,0
Yobe,Gombe,344.13916197599474,0
Edo,Diffa,983.9952394978529,1
Edo,Minawao,921.971215206365,1
Edo,Maradi,723.9102192073871,1
Edo,Borno,954.6410726968207,0
Edo,Ondo,122.91292137797257,0
Edo,Kaduna,452.6511797756258,0
Edo,Benue,277.02549402124953,0
Edo,Enugu,168.19261945054808,0
Edo,Kebbi,612.7798221992865,0
Edo,Rivers,250.7430354432772,0
Edo,Federal Capital Territory,242.40881635325684,0
Edo,Ekiti,132.15964809392082,0
Edo,Zamfara,545.811887132335,0
Edo,Katsina,635.6030987317552,0
Edo,Ebonyi,193.87125299560918,0
Edo,Delta,182.25947682928074,0
Edo,Plateau,481.39474126833454,0
Edo,Niger,351.37387214872837,0
Edo,Kogi,181.05499631922868,0
Edo,Imo,158.10553423055126,0
Edo,Osun,214.4754712216058,0
Edo,Yobe,898.9431332077387,0
Edo,Anambra,122.51287253910337,0
Edo,Kwara,258.58214065661053,0
Edo,Lagos,325.0259661643657,0
Edo,Cross River,315.0009740713561,0
Edo,Kano,606.8399647668317,0
Edo,Akwa Ibom,266.057066886216,0
Edo,Oyo,351.59671299731775,0
Edo,Bauchi,536.2619116008061,0
Edo,Adamawa,725.3169550073811,0
Edo,Taraba,526.1811835175738,0
Edo,Jigawa,778.7078754754439,0
Edo,Sokoto,685.1274204439953,0
Edo,Nassarawa,337.4338021684577,0
Edo,Abia,211.64626753362958,0
Edo,Ogun,365.8764866246957,0
Edo,Bayelsa,222.79116589480546,0
Edo,Gombe,629.7295493784096,0
Anambra,Minawao,897.2960332103355,1
Anambra,Maradi,810.7737763510054,1
Anambra,Borno,943.2876348837291,0
Anambra,Ondo,233.317180663034,0
Anambra,Kaduna,542.144208254152,0
Anambra,Benue,266.09210103554784,0
Anambra,Enugu,99.35816262305808,0
Anambra,Kebbi,728.2730841742232,0
Anambra,Rivers,146.03154833161378,0
Anambra,Federal Capital Territory,326.36479233944675,0
Anambra,Ekiti,254.54436190134535,0
Anambra,Zamfara,654.6538662206559,0
Anambra,Katsina,710.7681168170227,0
Anambra,Ebonyi,89.80660216803219,0
Anambra,Delta,130.60980497533237,0
Anambra,Plateau,479.9446575720487,0
Anambra,Niger,451.48003533747806,0
Anambra,Kogi,211.98317386406652,0
Anambra,Imo,41.809504948822884,0
Anambra,Osun,330.4386381653102,0
Anambra,Yobe,919.4488346982935,0
Anambra,Edo,122.51287253910337,0
Anambra,Kwara,380.6231786057784,0
Anambra,Lagos,402.41872420371965,0
Anambra,Cross River,192.8901569181059,0
Anambra,Kano,668.1874338401184,0
Anambra,Akwa Ibom,145.38240558644674,0
Anambra,Oyo,460.9024844058224,0
Anambra,Bauchi,554.586446402263,0
Anambra,Adamawa,691.9205106510889,0
Anambra,Taraba,476.14100017994474,0
Anambra,Jigawa,816.1998883844142,0
Anambra,Sokoto,780.197750093388,0
Anambra,Nassarawa,317.39041274518326,0
Anambra,Abia,89.25979278627645,0
Anambra,Ogun,448.780344706815,0
Anambra,Bayelsa,183.44600189908036,0
Anambra,Gombe,619.0077691487288,0
Kwara,Maradi,609.9445717172481,1
Kwara,Ondo,164.13973277604387,0
